"",1190122,37597,1190122,37597,27,229,"09","XXXXXX",2019,"20190712","","北町3丁目","94番53","北町3-9-17","","法人","法人",61,4,"","宅地",NA,105753102,193687,0,NA,NA,"","","","","","","",2019,155000,2,NA,NA,4,"","3",0,"32737.2","98211.6","居宅","20190924","20190514",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,14,"",1,1,31,"第3号線",4,"","猫鉄道","伊駅",4,280,280,"","","","","","","","","","","","","","","","","","","",545.62,0,0,363.746666666667,1.49998625429553,"","","","","","",1,6,"","","","","","","","","","","","","","","",1,5,"","","","","","","","","","","","","","","",80,80,500,500,2,"","","","","","","","","","","","","","","","","","",1356342690,347381880
"",1190060,35985,1190060,35985,27,229,"09","XXXXXX",2019,"20190617","","西町1丁目","95番16","西町1-6-2","","個人","個人",81,0,"","宅地",143699793,143699793,148297,0,"","","","","","","","","",2019,119000,2,"","",1,"","",0,"","","居宅","20190715","20191119",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,8,"",1,4,31,"第9号線",4,"","犬鉄道","伊駅",8,232,232,"","","","","","","","","","","","","","","","","","","",968.54,0,0,645.693333333333,1.50000774365408,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,11,"","","","","","","","","","","","","","","",50,50,100,100,2,"","","","","","","","","","","","","","","","","","",1356182430,347461510
"",1190158,64639,1190158,64639,27,229,"09","XXXXXX",2019,"20190604","","西町1丁目","80番36","西町1-5-10","","個人","法人",64,5,"","宅地",14686994880,385812000,267925,0,"14301182880","165522.95","","","","","","","",2019,214000,2,"22","12",4,"","1",0,"86400","86400","居宅","20190608","20191001",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,9,"",0,1,31,"第4号線",4,"","犬鉄道","尾駅",8,525,525,"","","","","","","","","","","","","","","","","","","",1440,0,0,960,1.5,"","","","","","",4,1,"","","","","","","","","","","","","","","",1,12,"","","","","","","","","","","","","","","",50,50,100,100,0,"","","","","","","","","","","","","","","","","","",1356098910,347377490
"",1190184,12781,1190184,12781,27,229,"09","XXXXXX",2019,"20190918","","南町2丁目","13番19","南町2-4-7","","個人","法人",76,0,"","宅地",421910888,421910888,217592,0,"","","","","","","","","",2019,174000,2,"","",4,"","",0,"","","居宅","20190405","20190909",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,11,"",0,1,31,"第3号線",4,"","カピバラ鉄道","伊駅",7,461,461,"","","","","","","","","","","","","","","","","","","",1939.29,0,0,1292.86,1.5,"","","","","","",4,6,"","","","","","","","","","","","","","","",1,17,"","","","","","","","","","","","","","","",60,60,200,200,1,"","","","","","","","","","","","","","","","","","",1356054200,347441710
"",1190199,98219,1190199,98219,27,229,"09","XXXXXX",2019,"20190823","","山手町2丁目","28番49","山手町2-2-3","","法人","法人",72,4,"","宅地",5788826447.25,46305699,89221,0,"5742520748.25","184469.025","","","","","","","",2019,71000,2,"30","3",3,"","1",0,"31129.8","31129.8","居宅","20191108","20190322",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,12,"",0,1,31,"第7号線",4,"","カピバラ鉄道","亜駅",6,374,374,"","","","","","","","","","","","","","","","","","","",518.83,0,0,345.886666666667,1.49998554453728,"","","","","","",1,4,"","","","","","","","","","","","","","","",1,7,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356195620,347351270
"",1190299,8776,1190299,8776,27,229,"09","XXXXXX",2019,"20190406","","下手町3丁目","40番9","下手町3-4-1","","個人","法人",81,2,"","宅地",270162945,270162945,256565,0,"","","","","","","","","",2019,205000,2,"","",4,"","",0,"","","居宅","20190605","20190902",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,15,"",0,4,31,"第2号線",4,"","カピバラ鉄道","宇駅",7,205,205,"","","","","","","","","","","","","","","","","","","",1052.73,0,0,701.82,1.5,"","","","","","",3,6,"","","","","","","","","","","","","","","",1,11,"","","","","","","","","","","","","","","",50,50,100,100,0,"","","","","","","","","","","","","","","","","","",1356093830,347304900
"",1190121,80739,1190121,80739,27,229,"09","XXXXXX",2019,"20190102","","南町2丁目","57番40","南町2-3-10","","個人","法人",66,5,"","宅地",61356495264.5,240559455,219689,0,"61115935809.5","232526.75","","","","","","","",2019,176000,2,"28","7",3,"","4",0,"65708.4","262833.6","居宅","20190209","20190204",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,9,"",0,1,10,"第1号線",4,"","犬鉄道","尾駅",7,404,404,"","","","","","","","","","","","","","","","","","","",1095.14,0,0,730.093333333333,1.50000684847074,"","","","","","",4,6,"","","","","","","","","","","","","","","",1,5,"","","","","","","","","","","","","","","",80,80,400,400,0,"","","","","","","","","","","","","","","","","","",1356347850,347334390
"",1190380,62028,1190380,62028,27,229,"09","XXXXXX",2019,"20190205","","下手町5丁目","68番63","下手町5-7-6","","個人","法人",41,1,"","宅地",150620736,150620736,112069,0,"","","","","","","","","",2019,90000,2,"","",1,"","",0,"","","居宅","20191222","20190505",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,5,"",0,1,31,"第6号線",4,"","カピバラ鉄道","伊駅",7,352,352,"","","","","","","","","","","","","","","","","","","",1343.95,0,0,895.966666666667,1.49999441945601,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,14,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356211870,347391690
"",1190108,47708,1190108,47708,27,229,"09","XXXXXX",2019,"20190320","","南町1丁目","12番24","南町1-7-12","","法人","法人",0,2,"","宅地",62260992,62260992,170112,0,"","","","","","","","","",2019,136000,2,"","",4,"","",0,"","","居宅","20190525","20190719",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,6,"",1,1,31,"第1号線",4,"","犬鉄道","伊駅",7,122,122,"","","","","","","","","","","","","","","","","","","",365.86,0,0,243.906666666667,1.49997950063548,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,5,"","","","","","","","","","","","","","","",80,80,500,500,1,"","","","","","","","","","","","","","","","","","",1356393760,347406460
"",1190023,7277,1190023,7277,27,229,"09","XXXXXX",2019,"20190614","","東町3丁目","56番11","東町3-7-20","","法人","法人",72,5,"","宅地",29055820738.25,298022524,199747,0,"28757798214.25","160578.25","","","","","","","",2019,160000,2,"26","1",1,"","2",0,"89544.6","179089.2","店舗","20190110","20190925",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,4,"",1,1,31,"第9号線",4,"","カピバラ鉄道","宇駅",1,224,224,"","","","","","","","","","","","","","","","","","","",1492.41,0,0,994.94,1.5,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,7,"","","","","","","","","","","","","","","",60,60,200,200,2,"","","","","","","","","","","","","","","","","","",1356362580,347370220
"",1190138,39648,1190138,39648,27,229,"09","XXXXXX",2019,"20190922","","下手町1丁目","61番25","下手町1-4-12","","個人","法人",81,4,"","宅地",45792332452,205962120,163462,0,"45586370332","200969.75","","","","","","","",2019,131000,2,"25","3",4,"","3",0,"75610.8","226832.4","居宅","20190225","20190815",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,"",1,1,31,"第2号線",4,"","犬鉄道","尾駅",4,41,41,"","","","","","","","","","","","","","","","","","","",1260.18,0,0,840.12,1.5,"","","","","","",3,6,"","","","","","","","","","","","","","","",1,12,"","","","","","","","","","","","","","","",50,50,100,100,2,"","","","","","","","","","","","","","","","","","",1356329090,347431280
"",1190345,96179,1190345,96179,27,229,"09","XXXXXX",2019,"20190507","","西町1丁目","51番3","西町1-5-14","","個人","法人",63,1,"","宅地",434785400,434785400,267725,0,"","","","","","","","","",2019,214000,2,"","",3,"","",0,"","","居宅","20190517","20191025",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,9,"",0,1,31,"第9号線",4,"","犬鉄道","宇駅",6,429,429,"","","","","","","","","","","","","","","","","","","",1623.94,0,0,1082.62666666667,1.49999538161699,"","","","","","",1,6,"","","","","","","","","","","","","","","",1,17,"","","","","","","","","","","","","","","",60,60,200,200,2,"","","","","","","","","","","","","","","","","","",1356295630,347401900
"",1190014,45028,1190014,45028,27,229,"09","XXXXXX",2019,"20190607","","東町3丁目","21番17","東町3-4-4","","個人","法人",65,0,"","宅地",30900408,30900408,191928,0,"","","","","","","","","",2019,154000,2,"","",4,"","",0,"","","居宅","20191218","20190416",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,8,"",0,1,23,"第8号線",4,"","犬鉄道","亜駅",6,279,279,"","","","","","","","","","","","","","","","","","","",161.47,0,0,107.646666666667,1.49995355318161,"","","","","","",3,6,"","","","","","","","","","","","","","","",1,17,"","","","","","","","","","","","","","","",60,60,200,200,1,"","","","","","","","","","","","","","","","","","",1356266340,347351700
"",1190338,85986,1190338,85986,27,229,"09","XXXXXX",2019,"20191016","","西町2丁目","12番82","西町2-3-16","","法人","個人",64,2,"","宅地",259159414,259159414,139483,0,"","","","","","","","","",2019,112000,2,"","",2,"","",0,"","","居宅","20191218","20191205",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,6,"",1,1,31,"第1号線",4,"","カピバラ鉄道","尾駅",6,390,390,"","","","","","","","","","","","","","","","","","","",1857.57,0,0,1238.38,1.5,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,14,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356413040,347329020
"",1190016,77358,1190016,77358,27,229,"09","XXXXXX",2019,"20190221","","北町4丁目","84番20","北町4-3-3","","法人","法人",71,2,"","宅地",193294192,193294192,265514,0,"","","","","","","","","",2019,212000,2,"","",1,"","",0,"","","居宅","20190801","20190917",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,8,"",1,1,31,"第3号線",4,"","カピバラ鉄道","宇駅",4,488,488,"","","","","","","","","","","","","","","","","","","",728.2,0,0,485.466666666667,1.49998970070241,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,15,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356098010,347465070
"",1190048,48871,1190048,48871,27,229,"09","XXXXXX",2019,"20190315","","西町3丁目","66番57","西町3-1-7","","個人","法人",74,1,"","宅地",12293424,12293424,105072,0,"","","","","","","","","",2019,84000,2,"","",4,"","",0,"","","居宅","20191102","20190905",1,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,13,"",1,1,31,"第6号線",4,"","猫鉄道","亜駅",4,422,422,"","","","","","","","","","","","","","","","","","","",117.27,0,0,78.18,1.5,"","","","","","",8,6,"","","","","","","","","","","","","","","",1,15,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356152960,347451820
"",1190055,64522,1190055,64522,27,229,"09","XXXXXX",2019,"20190809","","南町3丁目","25番77","南町3-9-20","","個人","個人",61,5,"","宅地",18750494920.3,291458731,288859,0,"18459036189.3","152399.1","","","","","","","",2019,231000,2,"22","2",2,"","2",0,"60561.6","121123.2","居宅","20190804","20190213",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,14,"",0,1,31,"第8号線",4,"","猫鉄道","伊駅",1,1105,1105,"","","","","","","","","","","","","","","","","","","",1009.36,0,0,672.906666666667,1.49999256958583,"","","","","","",4,6,"","","","","","","","","","","","","","","",1,16,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356097040,347342930
"",1190087,66633,1190087,66633,27,229,"09","XXXXXX",2019,"20190906","","山手町1丁目","9番46","山手町1-1-4","","法人","個人",66,1,"","宅地",40166330,40166330,101945,0,"","","","","","","","","",2019,82000,2,"","",4,"","",0,"","","居宅","20190421","20190813",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,16,"",1,1,31,"第7号線",4,"","犬鉄道","亜駅",4,258,258,"","","","","","","","","","","","","","","","","","","",394.16,0,0,262.773333333333,1.50001902804734,"","","","","","",4,4,"","","","","","","","","","","","","","","",1,6,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356287170,347364530
"",1190280,88207,1190280,88207,27,229,"09","XXXXXX",2019,"20190113","","山手町1丁目","2番15","山手町1-7-16","","個人","個人",81,0,"","宅地",191249196,191249196,218321,0,"","","","","","","","","",2019,175000,2,"","",3,"","",0,"","","居宅","20190708","20190824",0,"","","",100,100,0,1,100,100,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,6,"",0,1,31,"第6号線",4,"","猫鉄道","亜駅",6,493,493,"","","","","","","","","","","","","","","","","","","",875.78,0,0,583.853333333333,1.50000856384345,"","","","","","",2,6,"","","","","","","","","","","","","","","",1,6,"","","","","","","","","","","","","","","",60,60,200,200,0,"","","","","","","","","","","","","","","","","","",1356291480,347317930
